sentiment,article
1,This wood lacquered clock comes with a stripy hand-crocheted cover .
2,Diluted EPS rose to EUR3 .68 from EUR0 .50 .
1,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .
0,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .
1,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .
0,Full-year operating result for 2008 was 3.6 million negative .
1,"When cruising , the revs fall as less engine output is required ."
1,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview ."
0,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ˆ ??"
2,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .
1,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments ."
0,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .
2,"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually ."
1,Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .
2,The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .
1,The first stage of the contract covers 133 stores and 600 cash registers .
2,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .
2,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 ."
1,It will provide heating in the form of hot water for the sawmill 's needs .
1,"The parties have also agreed that L+Ænnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest ."
0,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .
0,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .
1,Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .
1,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying ."
0,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ."
0,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''"
1,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
1,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments ."
2,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ."
1,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities ."
2,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland ."
1,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .
0,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share ."
2,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko ."
1,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ."
0,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
0,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
1,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market ."
1,"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night ."
1,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .
2,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week ."
1,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 ."
1,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn ."
1,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .
2,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn ."
1,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .
2,Strong growth has continued also in China .
2,Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .
1,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .
1,"The Company serves approximately 3,000 customers in over 100 countries ."
1,Market data and analytics are derived from primary and secondary research .
0,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .
1,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .
2,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1"
1,The changes in readership were not significant .
0,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % ."
1,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees ."
2,It is in line with its plans to focus on selected growth segments and streamline corporate structure .
1,Capital base and capital adequacy measurement is based on approaches under Basel II .
2,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 ."
1,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .
2,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago ."
1,Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .
1,The new units should become one of the largest ones within the company .
